version,id,userid,queryname,text,mp3Link,answertime
posterVer,429,A9HQ3E0F2AGVO,movieopen Question 1,I want to watch something with Scarlett Johansson in it,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A9HQ3E0F2AGVO.mp3,
posterVer,456,AT6LDQNLKTUSE,movieopen Question 1,please give me some recommendations for highly rated movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+AT6LDQNLKTUSE.mp3,
posterVer,461,A1B76WYZ47BQJ,movieopen Question 1,I like to see a Superhero Movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A1B76WYZ47BQJ.mp3,
posterVer,470,A2M3KQ9CKP7YW,movieopen Question 1,what is the best thriller movie out there nowadays one of the latest ones,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 1+A2M3KQ9CKP7YW.mp3,
easyVer,67,A2B6WQG0A9CKXQ,movieopen Question 1,I'd like to watch a movie now can you find me one,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+A2B6WQG0A9CKXQ.mp3,
easyVer,75,A31X9CV1UWZV8Z,movieopen Question 1,I want to watch a highly highly rated romantic movie,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+A31X9CV1UWZV8Z.mp3,
easyVer,87,AFU00NU09CFXE,movieopen Question 1,what are some good Sci-Fi movies that have like natural disasters in them that aren't just really really fake,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+AFU00NU09CFXE.mp3,
easyVer,110,A3UQM89QJ1V6M4,movieopen Question 1,I want to watch a good sci-fi fantasy movie that's rated pretty well over a,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+A3UQM89QJ1V6M4.mp3,
easyVer,123,AR8O1107OAW4V,movieopen Question 1,start movie now,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+AR8O1107OAW4V.mp3,
easyVer,138,ACIZKR30ALBE5,movieopen Question 1,Alexa can you please find me a good science fiction movie,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+ACIZKR30ALBE5.mp3,
easyVer,147,A3IYDY7TO808Z3,movieopen Question 1,can you find me the Storm movie to watch,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+A3IYDY7TO808Z3.mp3,
easyVer,159,A2KI7W45F6HRVY,movieopen Question 1,can you find me a family-oriented movie that I can watch with my three year old,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+A2KI7W45F6HRVY.mp3,
easyVer,179,A23FMTVKQEYCMW,movieopen Question 1,what is one of the most funny movies that I could watch from the past year,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+A23FMTVKQEYCMW.mp3,
easyVer,184,A2E8RRV64NGTW4,movieopen Question 1,I would like to watch a movie with Arnold Schwarzenegger in it,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 1+A2E8RRV64NGTW4.mp3,
gameVer,218,A8CCJBJC0HPSA,movieopen Question 1,what movies are showing soon,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+A8CCJBJC0HPSA+0.mp3,0
gameVer,225,A76YXASD7CTAH,movieopen Question 1,I'd like to watch a current movie that is a fantasy but isn't science fiction,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+A76YXASD7CTAH+0.mp3,0
gameVer,297,A2RDAJ32TF20LF,movieopen Question 1,テニパラルムービーダーツバーすすきの,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+A2RDAJ32TF20LF+0.mp3,0
gameVer,341,A15YYU3A3SW1T9,movieopen Question 1,what's the best movie right now,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+A15YYU3A3SW1T9+0.mp3,0
gameVer,352,AJB8Q0859LFAC,movieopen Question 1,I want to see a Fast and Furious movie,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+AJB8Q0859LFAC+0.mp3,0
gameVer,414,A30J4IZCMCR31F,movieopen Question 1,I love horror movies what's new in the category,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+A30J4IZCMCR31F+0.mp3,0
gameVer,452,A37EV8RZ82WT8E,movieopen Question 1,I'm looking for something with Syfy,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+A37EV8RZ82WT8E+0.mp3,0
gameVer,503,A1KA64FR47O9FS,movieopen Question 1,I'd like to watch a funny cult classics in the 90s,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+A1KA64FR47O9FS+0.mp3,0
gameVer,496,AKHH4W14A6AN9,movieopen Question 1,I'm looking for the latest Drew Barrymore movie,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 1+AKHH4W14A6AN9+0.mp3,0
posterVer,237,A1F1BIPJR11LSR,movieopen Question 2,looking for a martial arts movie set in New York City,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A1F1BIPJR11LSR.mp3,
posterVer,244,A2E3TO92MCQ9XU,movieopen Question 2,I'm looking for a highly rated Blockbuster action movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A2E3TO92MCQ9XU.mp3,
posterVer,249,AY6FIVEJJAWMK,movieopen Question 2,I'm looking for Pixar movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+AY6FIVEJJAWMK.mp3,
posterVer,281,A96JK3576FXG5,movieopen Question 2,real popcorn,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A96JK3576FXG5.mp3,
posterVer,295,A9KQQ8FTBHIO0,movieopen Question 2,I'm looking for movies about superheroes that aren't Marvel movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A9KQQ8FTBHIO0.mp3,
posterVer,323,AZ5ZYUCAQ0XDL,movieopen Question 2,I am looking for a horror movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+AZ5ZYUCAQ0XDL.mp3,
posterVer,328,A2Q1BZPQ1BFPSM,movieopen Question 2,find a new Romance movie that just came out,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A2Q1BZPQ1BFPSM.mp3,
posterVer,381,A16SAB417Y96G4,movieopen Question 2,action movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A16SAB417Y96G4.mp3,
posterVer,388,A1GTYHV8OYQQLV,movieopen Question 2,please recommend a good action movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A1GTYHV8OYQQLV.mp3,
posterVer,406,A1FS8SBR4SDWYG,movieopen Question 2,I like to watch the most recent Oscar winners,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A1FS8SBR4SDWYG.mp3,
posterVer,432,A9HQ3E0F2AGVO,movieopen Question 2,I'd like to watch a musical,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A9HQ3E0F2AGVO.mp3,
posterVer,458,AT6LDQNLKTUSE,movieopen Question 2,I don't know what to watch tonight can you give me any recommendations,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+AT6LDQNLKTUSE.mp3,
posterVer,462,A1B76WYZ47BQJ,movieopen Question 2,I like to see a western movie,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A1B76WYZ47BQJ.mp3,
posterVer,471,A2M3KQ9CKP7YW,movieopen Question 2,I love comedies what is the highest rated comedy that I can watch right now,file:///Users/cathy/Projects/website1/voice/posterVer+movieopen Question 2+A2M3KQ9CKP7YW.mp3,
easyVer,69,A2B6WQG0A9CKXQ,movieopen Question 2,I want to watch a movie tonight I'm in the mood for a horror movie,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+A2B6WQG0A9CKXQ.mp3,
easyVer,77,A31X9CV1UWZV8Z,movieopen Question 2,I want to watch a movie of superheroes,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+A31X9CV1UWZV8Z.mp3,
easyVer,88,AFU00NU09CFXE,movieopen Question 2,,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+AFU00NU09CFXE.mp3,
easyVer,89,AFU00NU09CFXE,movieopen Question 2,movie that's appropriate for all ages but I don't want something that's animated,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+AFU00NU09CFXE.mp3,
easyVer,111,A3UQM89QJ1V6M4,movieopen Question 2,I would like to find a comedy movie that's popular,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+A3UQM89QJ1V6M4.mp3,
easyVer,124,AR8O1107OAW4V,movieopen Question 2,start movie,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+AR8O1107OAW4V.mp3,
easyVer,141,ACIZKR30ALBE5,movieopen Question 2,Alexis I would like to see a good science fiction movie about space exploration,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+ACIZKR30ALBE5.mp3,
easyVer,148,A3IYDY7TO808Z3,movieopen Question 2,can you play the movie A Walk to Remember,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+A3IYDY7TO808Z3.mp3,
easyVer,160,A2KI7W45F6HRVY,movieopen Question 2,I'm looking for a movie starring George Clooney,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+A2KI7W45F6HRVY.mp3,
easyVer,185,A2E8RRV64NGTW4,movieopen Question 2,I'm looking for the movie Coraline do you have it to watch,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+A2E8RRV64NGTW4.mp3,
easyVer,181,A23FMTVKQEYCMW,movieopen Question 2,I want to see the most popular action movie from the last year,file:///Users/cathy/Projects/website1/voice/easyVer+movieopen Question 2+A23FMTVKQEYCMW.mp3,
gameVer,226,A76YXASD7CTAH,movieopen Question 2,I'm looking for the newest Star Wars movie that's available for streaming,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+A76YXASD7CTAH+0.mp3,0
gameVer,220,A8CCJBJC0HPSA,movieopen Question 2,what movies are currently playing,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+A8CCJBJC0HPSA+0.mp3,0
gameVer,343,A15YYU3A3SW1T9,movieopen Question 2,can you give me a list of the top five movies that are on right now,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+A15YYU3A3SW1T9+0.mp3,0
gameVer,298,A96JK3576FXG5,movieopen Question 2,Bob Conrad,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+A96JK3576FXG5+0.mp3,0
gameVer,300,A2RDAJ32TF20LF,movieopen Question 2,まちまち3.1面体,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+A2RDAJ32TF20LF+0.mp3,0
gameVer,353,AJB8Q0859LFAC,movieopen Question 2,what is a really good action movie,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+AJB8Q0859LFAC+0.mp3,0
gameVer,454,A37EV8RZ82WT8E,movieopen Question 2,I want something starring Elijah Wood,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+A37EV8RZ82WT8E+0.mp3,0
gameVer,497,AKHH4W14A6AN9,movieopen Question 2,I'm looking for all of the Jurassic Park movies,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+AKHH4W14A6AN9+0.mp3,0
gameVer,504,A1KA64FR47O9FS,movieopen Question 2,let's watch the best horror movie from the 1970s,file:///Users/cathy/Projects/website1/voice/gameVer+movieopen Question 2+A1KA64FR47O9FS+0.mp3,0
posterVer,155,A27NY1OB36GONQ,movieRobot,robot,file:///Users/cathy/Projects/website1/voice/posterVer+movieRobot+A27NY1OB36GONQ.mp3,
posterVer,193,A2FLOH4DM8A4ZS,movieRobot,what is robots about,file:///Users/cathy/Projects/website1/voice/posterVer+movieRobot+A2FLOH4DM8A4ZS.mp3,
posterVer,227,A2E3TO92MCQ9XU,movieRobot,I'm looking for 3D CG movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieRobot+A2E3TO92MCQ9XU.mp3,
posterVer,356,A1GTYHV8OYQQLV,movieRobot,find movie Big Hero 6,file:///Users/cathy/Projects/website1/voice/posterVer+movieRobot+A1GTYHV8OYQQLV.mp3,
posterVer,399,A1FS8SBR4SDWYG,movieRobot,I'm looking for Wally,file:///Users/cathy/Projects/website1/voice/posterVer+movieRobot+A1FS8SBR4SDWYG.mp3,
posterVer,439,AT6LDQNLKTUSE,movieRobot,I'm looking for robots,file:///Users/cathy/Projects/website1/voice/posterVer+movieRobot+AT6LDQNLKTUSE.mp3,
posterVer,446,A1B76WYZ47BQJ,movieRobot,Wall-E,file:///Users/cathy/Projects/website1/voice/posterVer+movieRobot+A1B76WYZ47BQJ.mp3,
posterVer,153,A27NY1OB36GONQ,movieRomance,,file:///Users/cathy/Projects/website1/voice/posterVer+movieRomance+A27NY1OB36GONQ.mp3,
posterVer,154,A27NY1OB36GONQ,movieRomance,no.3,file:///Users/cathy/Projects/website1/voice/posterVer+movieRomance+A27NY1OB36GONQ.mp3,
posterVer,226,A2E3TO92MCQ9XU,movieRomance,I'm looking for romance movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieRomance+A2E3TO92MCQ9XU.mp3,
posterVer,353,A1GTYHV8OYQQLV,movieRomance,Bond movie When Harry Met Sally,file:///Users/cathy/Projects/website1/voice/posterVer+movieRomance+A1GTYHV8OYQQLV.mp3,
posterVer,354,A1SLJKNSNHOJRN,movieRomance,I'm looking for a movie named LOL and starring Ryan Gosling and Emma Stone,file:///Users/cathy/Projects/website1/voice/posterVer+movieRomance+A1SLJKNSNHOJRN.mp3,
posterVer,398,A1FS8SBR4SDWYG,movieRomance,I want to watch La La Land,file:///Users/cathy/Projects/website1/voice/posterVer+movieRomance+A1FS8SBR4SDWYG.mp3,
posterVer,437,AT6LDQNLKTUSE,movieRomance,I'm looking for a love story,file:///Users/cathy/Projects/website1/voice/posterVer+movieRomance+AT6LDQNLKTUSE.mp3,
posterVer,444,A1B76WYZ47BQJ,movieRomance,La La Land,file:///Users/cathy/Projects/website1/voice/posterVer+movieRomance+A1B76WYZ47BQJ.mp3,
gameVer,171,A8CCJBJC0HPSA,Movies like Titanic.,recommend movies that are like Titanic,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A8CCJBJC0HPSA+0.mp3,0
gameVer,172,A8CCJBJC0HPSA,Movies like Titanic.,suggest movies similar Titanic,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A8CCJBJC0HPSA+1.mp3,1
gameVer,173,A8CCJBJC0HPSA,Movies like Titanic.,what movies are in the same genres Titanic,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A8CCJBJC0HPSA+2.mp3,2
gameVer,236,A96JK3576FXG5,Movies like Titanic.,movies like Jason Bourne,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A96JK3576FXG5+0.mp3,0
gameVer,237,A96JK3576FXG5,Movies like Titanic.,something like salt,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A96JK3576FXG5+1.mp3,1
gameVer,238,A96JK3576FXG5,Movies like Titanic.,will be about movie about first,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A96JK3576FXG5+2.mp3,2
gameVer,418,A1KA64FR47O9FS,Movies like Titanic.,movies that are similar to Titanic,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A1KA64FR47O9FS+0.mp3,0
gameVer,419,A1KA64FR47O9FS,Movies like Titanic.,Titanic like movies,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A1KA64FR47O9FS+1.mp3,1
gameVer,420,A1KA64FR47O9FS,Movies like Titanic.,movies similar to the movie Titanic,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A1KA64FR47O9FS+2.mp3,2
gameVer,427,A37EV8RZ82WT8E,Movies like Titanic.,romantic movies from the 2000s,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A37EV8RZ82WT8E+1.mp3,1
gameVer,426,A37EV8RZ82WT8E,Movies like Titanic.,what are some movies about a giant shipwrecks,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A37EV8RZ82WT8E+0.mp3,0
gameVer,428,A37EV8RZ82WT8E,Movies like Titanic.,what are some James Cameron films,file:///Users/cathy/Projects/website1/voice/gameVer+Movies like Titanic.+A37EV8RZ82WT8E+2.mp3,2
gameVer,164,A1E77HZO63E334,Movies starred by Harrison Ford,are there any Harrison Ford movies in the theaters right now,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+A1E77HZO63E334+0.mp3,0
gameVer,165,A1E77HZO63E334,Movies starred by Harrison Ford,can you help me find a movie with Harrison Ford at please,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+A1E77HZO63E334+1.mp3,1
gameVer,166,A1E77HZO63E334,Movies starred by Harrison Ford,have any Harrison Ford theaters have any,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+A1E77HZO63E334+2.mp3,2
gameVer,314,AJB8Q0859LFAC,Movies starred by Harrison Ford,what's a good movie that has Harrison Ford,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+AJB8Q0859LFAC+0.mp3,0
gameVer,317,AJB8Q0859LFAC,Movies starred by Harrison Ford,what's a good Harrison Ford movie,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+AJB8Q0859LFAC+1.mp3,1
gameVer,321,AJB8Q0859LFAC,Movies starred by Harrison Ford,what movies are Harrison Ford in,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+AJB8Q0859LFAC+2.mp3,2
gameVer,432,A37EV8RZ82WT8E,Movies starred by Harrison Ford,I'm a big fan of Harrison Ford do you know of any shows like his,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+A37EV8RZ82WT8E+2.mp3,2
gameVer,430,A37EV8RZ82WT8E,Movies starred by Harrison Ford,I'm looking for some movies that have that guy from Star Wars 7,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+A37EV8RZ82WT8E+0.mp3,0
gameVer,431,A37EV8RZ82WT8E,Movies starred by Harrison Ford,I like shows like Indiana Jones do you know of any others like that one,file:///Users/cathy/Projects/website1/voice/gameVer+Movies starred by Harrison Ford+A37EV8RZ82WT8E+1.mp3,1
gameVer,200,A8CCJBJC0HPSA,Movies that many people like,what are some popular movies right now,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A8CCJBJC0HPSA+0.mp3,0
gameVer,203,A8CCJBJC0HPSA,Movies that many people like,what are some fan favorites,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A8CCJBJC0HPSA+2.mp3,2
gameVer,214,A76YXASD7CTAH,Movies that many people like,can you give me a list of four or five really popular movies,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A76YXASD7CTAH+2.mp3,2
gameVer,202,A8CCJBJC0HPSA,Movies that many people like,what are the highest rated movies right now,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A8CCJBJC0HPSA+1.mp3,1
gameVer,210,A76YXASD7CTAH,Movies that many people like,what's the most popular movie right now for streaming,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A76YXASD7CTAH+0.mp3,0
gameVer,212,A76YXASD7CTAH,Movies that many people like,what's the biggest hit movie available for streaming right now,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A76YXASD7CTAH+1.mp3,1
gameVer,263,A96JK3576FXG5,Movies that many people like,movies made like my friends,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A96JK3576FXG5+0.mp3,0
gameVer,264,A96JK3576FXG5,Movies that many people like,movies that many people like,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A96JK3576FXG5+1.mp3,1
gameVer,323,A15YYU3A3SW1T9,Movies that many people like,what's the most popular movie right now,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A15YYU3A3SW1T9+1.mp3,1
gameVer,267,A96JK3576FXG5,Movies that many people like,interesting movies,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A96JK3576FXG5+2.mp3,2
gameVer,322,A15YYU3A3SW1T9,Movies that many people like,what's the list of 10 most popular movies,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A15YYU3A3SW1T9+0.mp3,0
gameVer,324,A15YYU3A3SW1T9,Movies that many people like,what movies do most pop people like,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A15YYU3A3SW1T9+2.mp3,2
gameVer,395,A30J4IZCMCR31F,Movies that many people like,show me popular movies that many people like,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A30J4IZCMCR31F+0.mp3,0
gameVer,397,A30J4IZCMCR31F,Movies that many people like,I'd like to watch a trending movie that everyone wants to watch,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A30J4IZCMCR31F+1.mp3,1
gameVer,443,A37EV8RZ82WT8E,Movies that many people like,I'm looking for a cell that everybody can enjoy,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A37EV8RZ82WT8E+1.mp3,1
gameVer,400,A30J4IZCMCR31F,Movies that many people like,what are some movies that lots of people liked,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A30J4IZCMCR31F+2.mp3,2
gameVer,442,A37EV8RZ82WT8E,Movies that many people like,I'm looking for movies at general public likes,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A37EV8RZ82WT8E+0.mp3,0
gameVer,444,A37EV8RZ82WT8E,Movies that many people like,what are some popular movies that other people like,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A37EV8RZ82WT8E+2.mp3,2
gameVer,483,A1KA64FR47O9FS,Movies that many people like,popular movies,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A1KA64FR47O9FS+0.mp3,0
gameVer,485,A1KA64FR47O9FS,Movies that many people like,movies that a lot of people enjoy,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A1KA64FR47O9FS+1.mp3,1
gameVer,481,AKHH4W14A6AN9,Movies that many people like,I'm looking for popular movies,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+AKHH4W14A6AN9+0.mp3,0
gameVer,482,AKHH4W14A6AN9,Movies that many people like,,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+AKHH4W14A6AN9+1.mp3,1
gameVer,484,AKHH4W14A6AN9,Movies that many people like,show me some popular movie,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+AKHH4W14A6AN9+1.mp3,1
gameVer,486,AKHH4W14A6AN9,Movies that many people like,I want to see some movies that are liked by many people,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+AKHH4W14A6AN9+2.mp3,2
gameVer,488,A1KA64FR47O9FS,Movies that many people like,films that are well-liked by everyone,file:///Users/cathy/Projects/website1/voice/gameVer+Movies that many people like+A1KA64FR47O9FS+2.mp3,2
posterVer,132,A2T007HZK66WM,movieShark,Jaws,file:///Users/cathy/Projects/website1/voice/posterVer+movieShark+A2T007HZK66WM.mp3,
posterVer,214,A1F1BIPJR11LSR,movieShark,I'm looking for movies with sharks in it,file:///Users/cathy/Projects/website1/voice/posterVer+movieShark+A1F1BIPJR11LSR.mp3,
posterVer,230,AY6FIVEJJAWMK,movieShark,I'm looking for movies about sharks,file:///Users/cathy/Projects/website1/voice/posterVer+movieShark+AY6FIVEJJAWMK.mp3,
posterVer,307,A2Q1BZPQ1BFPSM,movieShark,find movies about sharks,file:///Users/cathy/Projects/website1/voice/posterVer+movieShark+A2Q1BZPQ1BFPSM.mp3,
posterVer,309,AZ5ZYUCAQ0XDL,movieShark,Jaws,file:///Users/cathy/Projects/website1/voice/posterVer+movieShark+AZ5ZYUCAQ0XDL.mp3,
posterVer,372,A16SAB417Y96G4,movieShark,Jaws,file:///Users/cathy/Projects/website1/voice/posterVer+movieShark+A16SAB417Y96G4.mp3,
posterVer,418,A9HQ3E0F2AGVO,movieShark,I want to watch something for Shark Week,file:///Users/cathy/Projects/website1/voice/posterVer+movieShark+A9HQ3E0F2AGVO.mp3,
posterVer,184,A3VHDQR8A9JJ4F,movieWes,can you show me children's movies,file:///Users/cathy/Projects/website1/voice/posterVer+movieWes+A3VHDQR8A9JJ4F.mp3,
posterVer,222,AY6FIVEJJAWMK,movieWes,I'm looking for movies similar to Fantastic mr. Fox,file:///Users/cathy/Projects/website1/voice/posterVer+movieWes+AY6FIVEJJAWMK.mp3,
posterVer,262,A320QA9HJFUOZO,movieWes,I'm interested in the movie Moonrise Kingdom,file:///Users/cathy/Projects/website1/voice/posterVer+movieWes+A320QA9HJFUOZO.mp3,
posterVer,277,A9KQQ8FTBHIO0,movieWes,for a Wes Anderson directed comedy starring Ralph eannace,file:///Users/cathy/Projects/website1/voice/posterVer+movieWes+A9KQQ8FTBHIO0.mp3,
posterVer,434,AT6LDQNLKTUSE,movieWes,I'm looking for Isle of dogs,file:///Users/cathy/Projects/website1/voice/posterVer+movieWes+AT6LDQNLKTUSE.mp3,
posterVer,440,A1B76WYZ47BQJ,movieWes,I am looking for the movie fantastic mr. Fox,file:///Users/cathy/Projects/website1/voice/posterVer+movieWes+A1B76WYZ47BQJ.mp3,
easyVer,62,A2B6WQG0A9CKXQ,popular,find me the most popular movies of 2016,file:///Users/cathy/Projects/website1/voice/easyVer+popular+A2B6WQG0A9CKXQ.mp3,
easyVer,73,A31X9CV1UWZV8Z,popular,show me popular movies,file:///Users/cathy/Projects/website1/voice/easyVer+popular+A31X9CV1UWZV8Z.mp3,
easyVer,85,AFU00NU09CFXE,popular,what is the most popular movies out right now,file:///Users/cathy/Projects/website1/voice/easyVer+popular+AFU00NU09CFXE.mp3,
easyVer,99,A18V2X9VHAVWE7,popular,popular,file:///Users/cathy/Projects/website1/voice/easyVer+popular+A18V2X9VHAVWE7.mp3,
easyVer,108,A3UQM89QJ1V6M4,popular,find a popular movie,file:///Users/cathy/Projects/website1/voice/easyVer+popular+A3UQM89QJ1V6M4.mp3,
easyVer,121,AR8O1107OAW4V,popular,just find something popular,file:///Users/cathy/Projects/website1/voice/easyVer+popular+AR8O1107OAW4V.mp3,
easyVer,134,ACIZKR30ALBE5,popular,I like the can you please find popular movies,file:///Users/cathy/Projects/website1/voice/easyVer+popular+ACIZKR30ALBE5.mp3,
easyVer,145,A3IYDY7TO808Z3,popular,what movies are popular right now,file:///Users/cathy/Projects/website1/voice/easyVer+popular+A3IYDY7TO808Z3.mp3,
easyVer,157,A2KI7W45F6HRVY,popular,what is the most popular movie out there now,file:///Users/cathy/Projects/website1/voice/easyVer+popular+A2KI7W45F6HRVY.mp3,
easyVer,180,A2E8RRV64NGTW4,popular,I'm looking for the most popular movie right now,file:///Users/cathy/Projects/website1/voice/easyVer+popular+A2E8RRV64NGTW4.mp3,
easyVer,172,A23FMTVKQEYCMW,popular,what is the most popular movie right now,file:///Users/cathy/Projects/website1/voice/easyVer+popular+A23FMTVKQEYCMW.mp3,
gameVer,275,A2RDAJ32TF20LF,Popular movies,頭文字d Dancing On the stars ミーティング,file:///Users/cathy/Projects/website1/voice/gameVer+Popular movies+A2RDAJ32TF20LF+0.mp3,0
gameVer,276,A2RDAJ32TF20LF,Popular movies,あまちゃんは自称10月レベル9リーヴ西大井レイン,file:///Users/cathy/Projects/website1/voice/gameVer+Popular movies+A2RDAJ32TF20LF+1.mp3,1
gameVer,280,A2RDAJ32TF20LF,Popular movies,SIM フリータイム,file:///Users/cathy/Projects/website1/voice/gameVer+Popular movies+A2RDAJ32TF20LF+2.mp3,2
gameVer,339,AJB8Q0859LFAC,Popular movies,what's the most popular movie,file:///Users/cathy/Projects/website1/voice/gameVer+Popular movies+AJB8Q0859LFAC+0.mp3,0
